mains_year,mains_exam_stage,mains_gs_paper,mains_question_type,mains_question_format,mains_subject,mains_sub_topic,mains_keywords,mains_difficulty_level,mains_current_affairs_linked,mains_repeated_theme,mains_marks
2019,Mains,GS4,Static,15-mark,Ethics,Attitude and Aptitude,"discuss, india, what, you, how, words, not, can, answer, there, their, critically",Moderate,Yes,Yes,15
2013,Mains,GS3,Static,10-mark,Economy,Government Budgeting,"government, vis, gained, india, act, discuss, absence, well, educated, organized, local, level",Easy,Yes,Yes,10
2019,Mains,GS2,Current,10-mark,Governance,Transparency and Accountability,"discuss, india, what, you, how, words, not, can, answer, there, their, critically",Hard,Yes,No,10
2020,Mains,GS4,Current,10-mark,Aptitude,Decision Making,"decision, making, decisions, take, ordinances, analyze, whether, supreme, court, issue, erroneous, patents",Easy,No,Yes,10
2023,Mains,GS3,Mixed,15-mark,Economy,Inclusive Growth,"growth, economic, india, give, nature, recent, times, often, described, jobless, you, agree",Easy,No,No,15
2020,Mains,GS2,Mixed,10-mark,International Relations,Global Institutions,"institutions, globalization, discuss, positive, negative, effects, women, india, samitis, remained, mainly, political",Hard,No,No,10
2015,Mains,GS2,Current,15-mark,International Relations,India and Neighbours,"india, discuss, how, you, what, words, answer, can, there, indian, not, development",Hard,Yes,Yes,10
2021,Mains,GS3,Mixed,15-mark,Science & Technology,Space Technology,"space, cover, question, cum, answer, qca, booklet, provided, marks, will, given, stated",Hard,Yes,Yes,10
2022,Mains,GS3,Mixed,15-mark,Security,Border Management,"management, employees, what, impediments, marketing, supply, chain, ethical, ethics, also, used, foul",Hard,Yes,Yes,10
2022,Mains,GS3,Static,10-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Hard,No,Yes,10
2020,Mains,GS3,Static,10-mark,Environment,Environmental Impact Assessment,"environmental, india, impact, their, what, discuss, how, words, employees, recent, reforms, protection",Hard,Yes,Yes,10
2025,Mains,GS2,Current,10-mark,Polity,Parliamentary System,"system, india, health, you, positioning, systems, discuss, advantages, court, absence, well, educated",Hard,Yes,Yes,10
2019,Mains,GS4,Current,10-mark,Integrity,Corruption,corruption,Easy,Yes,No,10
2023,Mains,GS3,Static,15-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Moderate,No,No,10
2023,Mains,GS1,Static,10-mark,Geography,Natural Resources,"resources, water, india, well, endowed, fresh, critically, examine, why, still, suffers, inequality",Moderate,No,No,15
2016,Mains,GS2,Static,15-mark,International Relations,Strategic Partnerships,"strategic, dimension, discuss, long, term, institutional, partnerships, elaborate, answer, words",Hard,Yes,Yes,10
2020,Mains,GS1,Static,15-mark,History,Indian Art and Culture,"discuss, india, you, how, what, words, answer, indian, not, can, there, power",Hard,Yes,No,10
2015,Mains,GS1,Current,10-mark,History,World History Revolutions,"world, what, extent, can, germany, held, responsible, causing, two, wars, discuss, waning",Easy,Yes,No,15
2013,Mains,GS3,Mixed,10-mark,Security,Border Management,"management, employees, what, impediments, marketing, supply, chain, ethical, ethics, also, used, foul",Moderate,No,Yes,15
2013,Mains,GS2,Mixed,15-mark,International Relations,Indian Diaspora,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Easy,No,Yes,15
2014,Mains,GS2,Mixed,10-mark,International Relations,Global Institutions,"institutions, globalization, discuss, positive, negative, effects, women, india, samitis, remained, mainly, political",Hard,Yes,No,10
2017,Mains,GS1,Mixed,10-mark,Society,Indian Social Structure,"indian, social, answer, how, words, different, been, mahatma, you, which, discuss, constitution",Moderate,Yes,No,15
2013,Mains,GS1,Current,15-mark,History,Indian Freedom Struggle,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Hard,Yes,Yes,15
2025,Mains,GS4,Current,Case Study,Aptitude,Case Study Analysis,"act, what, special, powers, afspa, draconian, leading, cases, meant, environmental, ethics, why",Easy,No,No,15
2024,Mains,GS3,Mixed,15-mark,Security,Cyber Security,"security, india, policy, country, energy, foreign, council, discuss, advantages, implications, cloud, hosting",Hard,Yes,Yes,15
2022,Mains,GS3,Mixed,10-mark,Economy,Government Budgeting,"government, vis, gained, india, act, discuss, absence, well, educated, organized, local, level",Hard,Yes,Yes,10
2022,Mains,GS3,Static,10-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Moderate,Yes,No,10
2024,Mains,GS1,Mixed,15-mark,History,World History Revolutions,"world, what, extent, can, germany, held, responsible, causing, two, wars, discuss, waning",Moderate,Yes,Yes,15
2013,Mains,GS3,Current,15-mark,Economy,Agricultural Reforms,"reforms, discuss, recent, india, programme, radical, labour, logical, arguments, assess, impact, tribunal",Easy,Yes,Yes,10
2015,Mains,GS2,Static,15-mark,International Relations,Indian Diaspora,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Moderate,Yes,Yes,10
2014,Mains,GS1,Mixed,15-mark,Geography,Urbanization,urbanization,Hard,No,No,15
2015,Mains,GS4,Current,Case Study,Integrity,Public Service Values,"public, servants, health, you, also, service, values, conflict, interest, what, civil, would",Moderate,No,No,15
2018,Mains,GS4,Static,15-mark,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Easy,No,No,15
2024,Mains,GS1,Static,15-mark,Society,Poverty and Development,"discuss, india, what, you, how, development, poverty, words, can, answer, critically, not",Moderate,Yes,Yes,15
2022,Mains,GS3,Mixed,10-mark,Economy,Employment Generation,"employment, generation, livestock, rearing, big, potential, providing, non, farm, traditionally, remained, boys",Hard,No,No,10
2016,Mains,GS3,Static,15-mark,Environment,Sustainable Development,"development, india, how, recent, district, achieving, can, role, ngos, strengthened, works, relating",Moderate,Yes,No,15
2021,Mains,GS1,Current,15-mark,Geography,Natural Resources,"resources, water, india, well, endowed, fresh, critically, examine, why, still, suffers, inequality",Easy,No,No,10
2020,Mains,GS2,Static,10-mark,Governance,Civil Services Reforms,"civil, state, reforms, india, discuss, would, recent, ancient, civilization, indian, sub, continent",Hard,Yes,No,15
2016,Mains,GS4,Current,Case Study,Ethics,Ethical Issues in Governance,"issues, governance, discuss, ethical, management, ethically, right, but, not, legally, how, critically",Easy,Yes,No,10
2021,Mains,GS1,Mixed,15-mark,Geography,Disaster Management,"management, employees, disaster, what, impediments, marketing, supply, chain, ethical, ethics, also, used",Hard,Yes,Yes,10
2015,Mains,GS3,Current,10-mark,Environment,Environmental Impact Assessment,"environmental, india, impact, their, what, discuss, how, words, employees, recent, reforms, protection",Hard,No,Yes,15
2023,Mains,GS1,Static,10-mark,Geography,Disaster Management,"management, employees, disaster, what, impediments, marketing, supply, chain, ethical, ethics, also, used",Moderate,Yes,No,15
2025,Mains,GS2,Mixed,15-mark,Governance,Transparency and Accountability,"discuss, india, what, you, how, words, not, can, answer, there, their, critically",Hard,No,Yes,15
2018,Mains,GS4,Static,Case Study,Ethics,Ethical Issues in Governance,"issues, governance, discuss, ethical, management, ethically, right, but, not, legally, how, critically",Easy,No,No,10
2022,Mains,GS4,Static,10-mark,Integrity,Codes of Conduct,"today, find, spite, various, measures, like, prescribing, codes, conduct",Moderate,No,No,10
2014,Mains,GS3,Mixed,15-mark,Science & Technology,Biotechnology,biotechnology,Easy,Yes,Yes,15
2022,Mains,GS2,Static,10-mark,International Relations,Global Institutions,"institutions, globalization, discuss, positive, negative, effects, women, india, samitis, remained, mainly, political",Easy,Yes,Yes,10
2014,Mains,GS2,Current,15-mark,International Relations,Strategic Partnerships,"strategic, dimension, discuss, long, term, institutional, partnerships, elaborate, answer, words",Hard,No,No,15
2022,Mains,GS3,Current,10-mark,Environment,International Environmental Agreements,"environmental, india, what, discuss, international, relations, protection, answer, words, consequences, internationally, competitive",Easy,Yes,No,15
2019,Mains,GS1,Current,10-mark,Society,Demographic Transition,"demographic, transition",Moderate,No,Yes,15
2013,Mains,GS2,Current,10-mark,Governance,Role of NGOs,"role, india, ngos, environmental, examine, critically, recent, changes, rules, governing, foreign, funding",Easy,No,No,10
2015,Mains,GS3,Mixed,10-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Easy,No,Yes,10
2021,Mains,GS1,Current,15-mark,History,Colonialism and Decolonization,"discuss, india, what, you, how, words, not, can, answer, there, their, critically",Easy,Yes,No,15
2025,Mains,GS1,Static,15-mark,Society,Demographic Transition,"demographic, transition",Moderate,No,Yes,15
2015,Mains,GS3,Static,10-mark,Security,Cyber Security,"security, india, policy, country, energy, foreign, council, discuss, advantages, implications, cloud, hosting",Hard,Yes,Yes,15
2013,Mains,GS3,Current,10-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Hard,Yes,No,10
2025,Mains,GS1,Static,10-mark,History,Indian Art and Culture,"discuss, india, you, how, what, words, answer, indian, not, can, there, power",Hard,No,No,10
2025,Mains,GS2,Mixed,10-mark,Polity,Judicial Review,"judicial, some, recent, developments, such, introduction, rti, act, media, view, above, observation",Moderate,Yes,Yes,10
2016,Mains,GS3,Static,10-mark,Security,Terrorism,terrorism,Easy,Yes,Yes,15
2017,Mains,GS2,Static,10-mark,Polity,Fundamental Rights,"rights, human, forces, authorities, often, delivering, pronouncements, amounting, violations, activists, constantly, highlight",Hard,Yes,Yes,10
2022,Mains,GS4,Static,10-mark,Ethics,Ethical Issues in Governance,"issues, governance, discuss, ethical, management, ethically, right, but, not, legally, how, critically",Moderate,Yes,No,15
2018,Mains,GS3,Current,10-mark,Economy,Agricultural Reforms,"reforms, discuss, recent, india, programme, radical, labour, logical, arguments, assess, impact, tribunal",Easy,No,No,10
2024,Mains,GS3,Static,10-mark,Environment,Biodiversity Conservation,"biodiversity, conservation",Easy,Yes,Yes,10
2018,Mains,GS3,Mixed,15-mark,Security,Terrorism,terrorism,Easy,No,Yes,15
2018,Mains,GS3,Current,15-mark,Environment,Climate Change,"changes, discuss, change, india, brought, can, how, trends, labour, migration, within, outside",Hard,Yes,Yes,10
2024,Mains,GS2,Mixed,10-mark,Polity,Fundamental Rights,"rights, human, forces, authorities, often, delivering, pronouncements, amounting, violations, activists, constantly, highlight",Moderate,Yes,Yes,10
2015,Mains,GS1,Current,10-mark,Society,Women Empowerment,"women, empowerment, favourable, than, sex, ratio, among, scheduled, castes, discuss, positive, negative",Moderate,Yes,Yes,10
2019,Mains,GS3,Mixed,10-mark,Science & Technology,Indigenous Technology,"technology, back, end",Hard,No,Yes,15
2022,Mains,GS4,Current,10-mark,Integrity,Codes of Conduct,"today, find, spite, various, measures, like, prescribing, codes, conduct",Easy,No,Yes,15
2015,Mains,GS4,Mixed,Case Study,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Easy,No,Yes,10
2014,Mains,GS3,Static,15-mark,Science & Technology,Indigenous Technology,"technology, back, end",Moderate,Yes,No,15
2022,Mains,GS2,Current,10-mark,International Relations,Strategic Partnerships,"strategic, dimension, discuss, long, term, institutional, partnerships, elaborate, answer, words",Easy,No,No,10
2017,Mains,GS3,Current,15-mark,Security,Internal Security Challenges,"security, policy, challenges, energy, india, foreign, council, discuss, advantages, implications, cloud, hosting",Hard,Yes,Yes,10
2014,Mains,GS1,Static,10-mark,History,Modern Indian Thinkers,"indian, how, answer, modern, been, you, constitution, gold, increased, given, words, ancient",Easy,No,No,10
2013,Mains,GS2,Current,15-mark,Governance,E-Governance,"governance, critically, discuss, ensure, transparency, accountability, projects, built, bias, towards, union, government",Easy,Yes,No,10
2018,Mains,GS4,Current,Case Study,Integrity,Transparency Mechanisms,"transparency, mechanisms, governance, ensure, accountability, activism, etc, proving, helpful, bringing, about, greater",Easy,No,Yes,10
2022,Mains,GS2,Mixed,15-mark,International Relations,Strategic Partnerships,"strategic, dimension, discuss, long, term, institutional, partnerships, elaborate, answer, words",Hard,Yes,Yes,15
2018,Mains,GS4,Mixed,15-mark,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Easy,Yes,Yes,10
2024,Mains,GS3,Mixed,10-mark,Science & Technology,Technology and Ethics,"discuss, india, what, you, how, words, not, can, answer, there, ethics, their",Moderate,Yes,Yes,15
2013,Mains,GS3,Mixed,10-mark,Environment,Climate Change,"changes, discuss, change, india, brought, can, how, trends, labour, migration, within, outside",Moderate,Yes,Yes,15
2015,Mains,GS1,Current,10-mark,Geography,Urbanization,urbanization,Moderate,No,Yes,15
2014,Mains,GS4,Mixed,15-mark,Ethics,Ethics and Human Interface,"discuss, india, what, you, how, words, not, can, answer, there, ethics, their",Easy,Yes,Yes,15
2025,Mains,GS3,Current,15-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Moderate,No,No,10
2019,Mains,GS4,Mixed,15-mark,Aptitude,Case Study Analysis,"act, what, special, powers, afspa, draconian, leading, cases, meant, environmental, ethics, why",Moderate,Yes,No,10
2018,Mains,GS1,Static,10-mark,Society,Poverty and Development,"discuss, india, what, you, how, development, poverty, words, can, answer, critically, not",Easy,Yes,No,15
